date,hour,wind_system,wind_coast,wind_south,wind_west,wind_north
09/02/2021,18,12028.58,2653.91,1361.54,6046.49,466.29
09/02/2021,19,13244.17,2620.7,1972.17,6733.95,505.43
09/02/2021,20,12931.81,2429.73,2029.51,6475.47,590.58
09/02/2021,21,12668.43,2069.42,2023.65,6549.96,697.06
09/02/2021,22,13741.5,1494.14,2054.66,7757.58,889.71
09/02/2021,23,15154.5,1108.23,1878.38,9152.9,1051.5
09/02/2021,24,15850.63,907.52,1728.02,9840.51,1043.1
09/03/2021,1,15681.75,842.03,1616.96,9958.7,960.73
09/03/2021,2,15000.1,798.06,1390.25,9881.69,843.95
09/03/2021,3,14299.12,789.91,1210.88,9645.57,781.88
09/03/2021,4,14093.4,681.71,1078.21,9841.68,737.17
09/03/2021,5,13905.27,558.06,1044.87,9627.9,729.92
09/03/2021,6,13254.58,588.5,1036.45,8890.03,751.2
09/03/2021,7,12000.65,439.41,1149.0,7965.01,690.54
09/03/2021,8,11014.39,522.43,1179.91,7191.57,612.65
09/03/2021,9,9175.12,452.58,992.17,6122.81,411.26
09/03/2021,10,10227.25,670.01,1341.93,6667.51,397.87
09/03/2021,11,10411.52,903.05,1374.05,6416.05,337.15
09/03/2021,12,8973.83,849.73,1049.94,5821.65,257.81
09/03/2021,13,7344.1,1038.65,843.32,4635.45,233.24
09/03/2021,14,6462.83,1416.37,852.49,3292.96,213.68
09/03/2021,15,7225.56,1933.59,969.31,2939.74,196.38
09/03/2021,16,8568.65,2365.86,1125.72,3306.75,183.33
09/03/2021,17,9763.12,2481.51,1221.86,4059.88,261.37
09/03/2021,18,10645.45,2536.6,1506.54,4920.75,342.55
09/03/2021,19,11991.62,2666.79,1842.47,5564.92,474.98
09/03/2021,20,11789.9,2704.92,1905.41,5427.49,539.53
09/03/2021,21,12295.67,2504.4,2056.57,5922.04,660.02
09/03/2021,22,14157.54,2103.11,2114.31,7657.0,930.19
09/03/2021,23,15589.21,2002.09,2089.17,8776.42,1058.18
09/03/2021,24,16644.16,1906.52,2116.01,9674.62,1011.34
09/04/2021,1,17689.27,1772.65,2043.7,10505.09,938.52
09/04/2021,2,17952.97,1577.26,1812.87,10973.09,965.69
09/04/2021,3,16966.09,1542.05,1588.31,10385.22,942.85
09/04/2021,4,15987.01,1144.34,1466.06,10259.38,847.42
09/04/2021,5,14760.35,936.59,1314.84,9616.33,747.68
09/04/2021,6,13820.54,761.66,1193.74,9251.06,736.54
09/04/2021,7,13165.87,622.14,1009.3,8966.46,728.87
09/04/2021,8,12261.1,405.3,987.3,8754.49,695.36
09/04/2021,9,10000.83,299.53,936.47,6985.12,563.41
09/04/2021,10,9618.3,590.13,1331.05,6522.94,508.79
09/04/2021,11,8985.69,848.58,1454.13,5390.4,384.39
09/04/2021,12,6848.54,858.32,1275.13,3435.72,237.99
09/04/2021,13,5010.07,875.72,1129.58,1912.26,128.02
09/04/2021,14,4385.96,1151.68,1111.1,940.93,60.15
09/04/2021,15,4904.9,1828.72,1195.52,599.48,30.71
09/04/2021,16,5556.62,2308.95,1274.04,688.93,28.07
09/04/2021,17,6137.49,2517.52,1417.96,1083.15,60.52
09/04/2021,18,7103.71,2562.28,1683.17,2020.43,114.28
09/04/2021,19,7875.47,2648.47,1810.54,2661.92,189.52
09/04/2021,20,8292.86,2514.62,1789.65,3302.85,226.63
09/04/2021,21,7784.4,1981.54,1846.3,3097.44,389.38
09/04/2021,22,8702.28,1844.07,2000.71,3727.85,584.78
09/04/2021,23,9020.09,1755.94,2047.12,3952.01,706.06
09/04/2021,24,8946.6,1658.57,1911.13,4206.16,731.59
09/05/2021,1,8671.94,1478.14,1739.03,4480.51,662.51
09/05/2021,2,7996.15,1269.09,1724.48,4018.75,629.65
09/05/2021,3,7661.4,1162.85,1506.48,3974.48,677.3
09/05/2021,4,7409.5,1036.52,1446.51,4020.03,677.51
09/05/2021,5,7083.46,938.02,1451.15,3867.92,621.98
09/05/2021,6,6832.2,916.23,1452.27,3662.73,556.39
09/05/2021,7,6095.5,776.56,1393.94,3138.8,542.46
09/05/2021,8,5081.65,505.29,1166.39,2619.09,522.79
09/05/2021,9,3191.08,224.57,728.28,1629.27,445.88
09/05/2021,10,2801.82,350.76,825.2,1180.47,403.2
09/05/2021,11,2876.36,569.3,1039.53,774.68,446.08
09/05/2021,12,2192.44,456.84,1003.52,426.74,282.98
09/05/2021,13,1860.7,385.69,919.23,348.92,196.33
09/05/2021,14,2046.67,437.65,819.82,619.6,149.46
09/05/2021,15,2822.71,770.12,708.45,1195.53,103.04
09/05/2021,16,4620.8,1551.65,677.05,2112.04,191.61
09/05/2021,17,6237.95,1992.48,751.78,2909.29,395.07
09/05/2021,18,6572.94,2239.79,901.9,2778.26,373.77
09/05/2021,19,6338.88,2344.98,1288.06,2111.95,212.07
09/05/2021,20,6312.69,1824.21,1454.44,2484.59,104.65
09/05/2021,21,6310.68,1462.94,1818.3,2379.4,51.46
09/05/2021,22,6073.59,1233.31,1776.0,2333.36,102.06
09/05/2021,23,5316.03,1037.2,1506.03,2000.59,146.97
09/05/2021,24,5257.12,981.93,1506.14,1894.11,189.97
09/06/2021,1,5743.88,1172.14,1643.37,2021.63,222.35
09/06/2021,2,5649.66,1327.78,1471.79,2003.97,202.52
09/06/2021,3,5306.75,1277.26,1429.44,1797.74,182.05
09/06/2021,4,5178.35,1189.98,1580.35,1571.73,166.68
09/06/2021,5,4298.19,823.34,1296.33,1290.09,173.1
09/06/2021,6,3211.1,327.73,865.63,1125.39,162.81
09/06/2021,7,2579.85,149.74,552.53,893.97,138.71
09/06/2021,8,2307.78,69.19,511.08,618.24,121.58
09/06/2021,9,1720.78,54.14,369.15,306.02,100.97
09/06/2021,10,1251.68,125.64,270.15,27.71,55.54
09/06/2021,11,1367.99,75.5,157.39,9.67,32.98
09/06/2021,12,985.02,25.01,54.07,15.66,15.88
09/06/2021,13,756.82,2.23,27.2,33.51,48.89
09/06/2021,14,839.68,66.52,74.75,78.91,71.85
09/06/2021,15,1677.75,534.53,152.68,314.38,129.85
09/06/2021,16,2507.5,830.04,295.02,646.57,171.64
09/06/2021,17,3116.13,1081.35,421.53,807.05,233.51
09/06/2021,18,3290.73,1234.19,501.97,790.94,226.1
09/06/2021,19,3791.49,1256.87,614.25,1113.76,237.23
09/06/2021,20,5708.5,1185.76,1054.84,2284.07,407.92
09/06/2021,21,9194.76,890.7,1523.59,4853.17,446.43
09/06/2021,22,11393.99,787.77,1753.4,6094.44,543.99
09/06/2021,23,12109.12,577.81,1526.94,6898.94,618.41
09/06/2021,24,12684.45,450.23,1197.77,7643.16,678.74
09/07/2021,1,12943.44,398.88,1192.57,7694.82,662.49
09/07/2021,2,12273.87,259.8,1218.06,7122.32,602.54
09/07/2021,3,10544.39,166.44,994.46,6127.89,551.43
09/07/2021,4,8906.64,77.0,761.17,5318.97,521.23
09/07/2021,5,8279.68,41.48,752.05,4866.53,565.77
09/07/2021,6,7949.17,12.25,638.76,4704.76,611.42
09/07/2021,7,7937.86,14.7,544.19,4846.76,551.85
09/07/2021,8,7782.07,21.13,573.01,4658.73,530.62
09/07/2021,9,6023.47,22.44,355.62,3675.93,426.43
09/07/2021,10,3623.26,13.02,145.37,2386.32,208.62
09/07/2021,11,3892.16,7.67,56.06,2767.3,219.29
09/07/2021,12,3385.34,3.92,80.41,2392.4,224.45
09/07/2021,13,2173.54,89.23,235.16,1369.55,149.45
09/07/2021,14,1468.3,314.49,235.98,739.0,80.75
09/07/2021,15,1247.64,591.8,210.45,359.02,55.16
09/07/2021,16,1526.57,970.58,198.99,306.75,37.07
09/07/2021,17,1958.24,1238.73,346.16,311.97,36.19
09/07/2021,18,2380.54,958.78,828.55,523.91,28.07
09/07/2021,19,3414.59,929.88,1366.9,930.74,65.36
09/07/2021,20,4466.66,873.9,1500.48,1694.0,184.99
09/07/2021,21,6673.44,617.91,1267.78,3313.78,443.07
09/07/2021,22,9655.02,534.5,1356.76,5155.21,659.98
09/07/2021,23,11960.42,452.94,1480.11,6748.68,804.1
09/07/2021,24,12828.76,431.16,1432.62,7393.47,967.76
09/08/2021,1,11562.62,305.75,1251.76,6641.93,986.54
09/08/2021,2,10345.88,176.97,1178.26,6129.86,925.12
09/08/2021,3,9648.13,64.9,1024.09,5888.79,999.98
09/08/2021,4,8425.67,19.45,787.33,5000.39,908.52
09/08/2021,5,6994.05,2.75,490.16,3827.2,766.01
09/08/2021,6,5350.89,0.08,402.33,2669.62,716.25
09/08/2021,7,4991.23,0.09,398.67,2469.89,586.5
09/08/2021,8,5021.69,1.95,355.67,2471.79,456.97
09/08/2021,9,4639.5,11.37,200.93,2329.7,310.15
09/08/2021,10,5025.36,5.44,58.49,2416.39,367.44
09/08/2021,11,4706.38,20.32,9.81,2394.56,311.36
09/08/2021,12,3137.07,42.76,1.77,1703.82,116.84
09/08/2021,13,2584.63,191.09,63.79,1485.89,70.26
09/08/2021,14,3512.06,808.41,313.58,1726.56,146.97
09/08/2021,15,4098.85,1267.92,341.58,1837.39,223.5
09/08/2021,16,4444.42,1110.81,350.69,2252.32,346.78
09/08/2021,17,4676.0,1127.7,260.54,2515.6,396.48
09/08/2021,18,5372.31,1169.61,262.7,3003.19,543.09
09/08/2021,19,6005.2,1141.12,529.19,3496.92,435.69
09/08/2021,20,6748.96,1105.09,814.7,3972.12,348.07
09/08/2021,21,7878.89,913.43,1371.13,4302.37,464.41
09/08/2021,22,9653.43,659.59,1691.37,5330.07,442.23
09/08/2021,23,10079.53,420.9,1371.15,5795.29,389.73
09/08/2021,24,9579.21,183.4,1070.33,5319.3,498.22
09/09/2021,1,8197.91,56.29,1036.34,3848.46,524.84
09/09/2021,2,7149.27,3.56,973.77,3114.62,458.19
09/09/2021,3,6046.47,0.11,667.19,2365.96,466.64
09/09/2021,4,5682.66,0.25,391.64,2249.54,606.66
09/09/2021,5,5414.15,10.1,219.32,2300.92,647.2
09/09/2021,6,5437.04,24.08,105.98,2460.74,702.44
09/09/2021,7,5668.9,68.61,92.41,2594.91,732.48
09/09/2021,8,5925.11,214.03,89.5,2729.41,653.83
09/09/2021,9,5609.81,243.86,65.54,2818.43,567.33
09/09/2021,10,3982.96,171.15,30.08,1971.14,364.62
09/09/2021,11,5004.31,395.43,156.31,2498.79,330.82
09/09/2021,12,5280.45,474.17,297.03,2242.21,335.05
09/09/2021,13,4539.07,472.32,392.38,1586.09,275.23
09/09/2021,14,4025.06,553.2,395.1,1243.18,261.72
09/09/2021,15,3663.93,668.95,391.44,1122.45,232.2
09/09/2021,16,3531.64,746.6,424.22,1034.89,208.73
09/09/2021,17,4045.92,1078.53,449.81,1127.5,204.64
09/09/2021,18,4722.64,1301.68,472.37,1358.76,240.68
09/09/2021,19,5609.58,1230.04,567.02,1924.22,210.17
09/09/2021,20,7230.43,879.55,775.14,3324.22,260.14
09/09/2021,21,10785.34,500.65,1033.77,6264.76,423.59
09/09/2021,22,14693.11,454.99,1402.89,9149.91,552.96
09/09/2021,23,16738.8,369.44,1384.86,10686.2,747.1
09/09/2021,24,17566.46,278.72,1227.34,11535.1,892.78
09/10/2021,1,18071.7,162.65,1044.42,12304.09,935.03
09/10/2021,2,17839.92,98.62,804.89,12342.83,1038.06
09/10/2021,3,17139.25,12.83,650.87,12127.4,1008.76
09/10/2021,4,16460.33,2.02,483.03,11688.74,1077.12
09/10/2021,5,15926.82,12.44,326.88,11108.28,1186.23
09/10/2021,6,15477.57,69.58,293.98,10552.38,1156.22
09/10/2021,7,14821.94,239.33,223.24,9965.13,1066.52
09/10/2021,8,14229.98,421.62,204.26,9428.44,982.34
09/10/2021,9,12870.1,377.78,198.51,8604.75,867.46
09/10/2021,10,9823.14,183.81,139.44,6964.7,538.31
09/10/2021,11,9873.84,406.99,95.9,7030.18,453.32
09/10/2021,12,9468.74,752.39,116.87,6257.75,517.35
09/10/2021,13,8458.25,1059.01,155.48,4957.13,544.39
09/10/2021,14,7302.43,1418.57,160.23,3696.67,433.11
09/10/2021,15,6873.56,1749.19,214.13,2936.52,403.35
09/10/2021,16,6965.47,1990.54,275.72,2756.97,378.94
09/10/2021,17,7592.82,2314.01,402.08,2969.62,357.91
09/10/2021,18,8662.58,2511.28,623.0,3354.24,371.79
09/10/2021,19,10399.65,2726.47,1038.89,4073.52,382.47
09/10/2021,20,12637.67,2529.42,1591.69,5404.7,526.48
09/10/2021,21,16512.56,2235.03,2024.38,8031.82,904.78
09/10/2021,22,19054.1,1771.07,2108.32,10372.36,1135.72
09/10/2021,23,20108.72,1344.49,1883.41,12002.95,1158.8
09/10/2021,24,20319.03,983.29,1716.1,12670.67,1200.23
09/11/2021,1,20272.91,686.77,1603.79,13024.89,1201.74
09/11/2021,2,19774.1,560.72,1439.69,13019.01,1103.51
09/11/2021,3,18743.93,476.23,1172.23,12379.61,1108.67
09/11/2021,4,17800.96,316.5,838.56,11884.93,1140.55
09/11/2021,5,16801.04,187.23,631.84,11260.43,1212.96
09/11/2021,6,15953.19,153.34,482.13,10654.56,1203.99
09/11/2021,7,14922.85,201.85,399.48,9659.07,1111.58
09/11/2021,8,13747.13,405.37,349.41,8515.37,1023.68
09/11/2021,9,11815.61,472.77,292.3,7101.17,782.05
09/11/2021,10,8058.88,326.87,148.47,4733.79,394.25
09/11/2021,11,6839.73,588.6,157.02,3753.59,168.79
09/11/2021,12,5692.92,517.25,200.78,2979.16,182.54
09/11/2021,13,5141.19,620.5,182.11,2140.62,177.69
09/11/2021,14,5418.55,860.81,151.54,1713.48,186.34
09/11/2021,15,6107.33,1111.39,131.97,1834.62,204.97
09/11/2021,16,6613.08,1171.28,126.1,2288.42,264.41
09/11/2021,17,7007.04,1208.8,133.2,2813.97,254.64
09/11/2021,18,7464.55,1157.41,244.65,3230.78,307.06
09/11/2021,19,8064.24,836.56,673.42,3727.88,347.23
09/11/2021,20,9221.95,678.89,823.01,4700.11,539.62
09/11/2021,21,13093.68,675.68,1217.02,7125.37,913.45
09/11/2021,22,16185.66,716.56,1594.55,9087.51,1126.55
09/11/2021,23,17469.53,646.4,1424.8,10510.15,1142.0
09/11/2021,24,18032.88,534.9,1108.48,11504.11,1139.34
09/12/2021,1,18032.81,341.98,846.07,11904.69,1132.75
09/12/2021,2,17309.33,265.52,632.41,11594.39,1074.43
09/12/2021,3,16547.58,289.54,433.57,11150.21,998.37
09/12/2021,4,15500.2,218.5,297.74,10560.4,925.85
09/12/2021,5,14774.96,166.12,313.58,10204.49,906.58
09/12/2021,6,13487.34,131.74,300.48,9335.65,846.36
09/12/2021,7,12334.14,128.81,244.16,8369.37,721.75
09/12/2021,8,11333.76,154.59,241.78,7443.78,590.26
09/12/2021,9,9887.19,225.59,208.77,6218.98,471.08
09/12/2021,10,6768.03,249.73,106.18,4337.49,310.79
09/12/2021,11,7297.85,853.4,113.83,4468.15,255.9
09/12/2021,12,6422.58,1479.87,205.67,3313.84,233.63
09/12/2021,13,5728.49,2019.15,404.74,1984.87,138.86
09/12/2021,14,5019.11,1654.71,527.13,1480.4,99.37
09/12/2021,15,5586.22,1213.34,1286.58,1676.78,116.53
09/12/2021,16,5841.19,969.69,1536.67,1745.31,157.5
09/12/2021,17,5323.55,632.57,1230.82,1825.99,188.59
09/12/2021,18,6082.5,683.54,1285.57,2314.25,300.53
09/12/2021,19,7181.25,735.08,1245.72,3224.87,390.63
09/12/2021,20,8245.92,992.82,1186.88,3774.91,491.65
09/12/2021,21,10970.42,1427.4,1122.76,5235.98,712.4
09/12/2021,22,13011.64,1334.92,1158.23,6546.24,903.28
09/12/2021,23,13470.18,1183.98,979.07,7019.52,954.25
09/12/2021,24,14223.5,1298.52,756.36,7749.16,991.18
09/13/2021,1,14447.71,1175.94,670.44,8400.39,1049.08
09/13/2021,2,14267.49,979.53,396.27,8833.81,1091.43
09/13/2021,3,13437.88,778.21,376.26,8491.26,945.13
09/13/2021,4,12730.58,987.03,473.87,7789.45,774.1
09/13/2021,5,12295.61,1447.59,430.08,6983.43,664.2
09/13/2021,6,12169.34,1790.67,366.83,6684.26,511.54
09/13/2021,7,11485.22,1807.45,389.4,6287.28,420.44
09/13/2021,8,10855.17,1851.32,475.92,5774.54,365.09
09/13/2021,9,9530.17,1888.47,552.13,4668.51,289.55
09/13/2021,10,7235.8,1874.13,511.34,3189.07,133.13
09/13/2021,11,7783.16,2294.41,746.59,2806.98,140.36
09/13/2021,12,7571.88,2925.04,886.5,2065.43,251.41
09/13/2021,13,7394.89,2921.57,1165.37,1620.52,389.47
09/13/2021,14,7668.17,2935.25,805.23,1828.98,428.18
09/13/2021,15,8481.57,3022.42,593.17,2489.63,443.19
09/13/2021,16,8920.59,2845.6,658.56,2783.4,532.74
09/13/2021,17,8699.26,2600.25,647.71,2719.1,564.3
09/13/2021,18,8299.04,2166.28,520.13,2871.81,533.16
09/13/2021,19,8138.64,1585.26,430.6,3279.32,519.51
09/13/2021,20,7792.81,1284.04,277.81,3512.54,456.19
09/13/2021,21,9619.19,1139.49,355.62,5186.13,458.54
09/13/2021,22,12406.68,1071.02,421.76,7374.59,666.62
09/13/2021,23,14040.61,978.93,381.02,8825.53,687.9
09/13/2021,24,14396.6,796.28,301.98,9134.78,670.76
09/22/2021,1,10003.46,521.75,599.24,7180.61,1319.62
09/22/2021,2,8512.17,272.4,597.72,6141.58,1210.83
09/22/2021,3,8451.13,707.94,946.53,5322.14,1147.87
09/22/2021,4,7522.52,997.82,1015.61,4162.48,986.62
09/22/2021,5,7603.68,1472.58,1732.29,3200.63,829.76
09/22/2021,6,7208.18,2329.11,1333.22,2553.85,601.65
09/22/2021,7,6320.38,1912.75,1666.89,1898.51,449.04
09/22/2021,8,6362.54,2323.57,1700.6,1580.61,356.91
09/22/2021,9,5816.88,2460.6,1571.53,1183.88,235.28
09/22/2021,10,5314.94,2606.67,1488.23,676.7,126.66
09/22/2021,11,6299.78,2649.39,1578.25,1022.71,214.21
09/22/2021,12,6494.45,2786.1,1588.98,877.55,386.15
09/22/2021,13,6025.68,2870.34,1430.72,509.65,394.5
09/22/2021,14,5690.17,2867.34,1264.58,418.34,363.46
09/22/2021,15,4969.72,2336.09,1108.02,431.49,325.05
09/22/2021,16,3996.46,1644.99,872.44,372.71,287.08
09/22/2021,17,3032.43,1077.32,533.13,294.95,281.17
09/22/2021,18,2754.6,1099.54,314.23,199.95,249.68
09/22/2021,19,2227.37,714.52,155.53,156.34,181.93
09/22/2021,20,2289.25,494.59,77.56,369.52,128.13
09/22/2021,21,3733.58,484.81,107.37,890.73,163.48
09/22/2021,22,5133.69,331.3,200.21,1515.54,216.13
09/22/2021,23,6571.87,201.42,306.79,2562.82,240.72
09/22/2021,24,8300.42,163.25,410.82,3967.03,230.35
09/23/2021,1,10026.77,98.33,767.48,5310.11,253.57
09/23/2021,2,11335.37,31.99,1045.41,6389.85,267.98
09/23/2021,3,12064.39,29.04,981.74,7071.46,337.05
09/23/2021,4,12733.59,95.62,895.92,7797.06,401.25
09/23/2021,5,13333.28,169.58,779.78,8423.57,399.95
09/23/2021,6,13171.16,325.96,609.28,8361.74,364.61
09/23/2021,7,13311.5,461.01,568.16,8462.21,325.58
09/23/2021,8,13472.06,480.29,568.15,8784.68,275.88
09/23/2021,9,12641.33,449.14,546.5,8337.98,238.05
09/23/2021,10,9530.16,174.71,360.59,6229.81,128.12
09/23/2021,11,10875.4,152.63,405.7,6999.03,133.95
09/23/2021,12,10086.01,142.3,271.99,6405.66,87.99
09/23/2021,13,8038.84,212.97,158.96,4754.82,16.07
09/23/2021,14,6802.82,277.46,118.59,3714.95,1.42
09/23/2021,15,6352.76,263.53,133.03,3383.28,6.02
09/23/2021,16,6615.17,345.08,190.4,3488.2,15.81
09/23/2021,17,6779.19,601.55,214.86,3355.64,29.74
09/23/2021,18,6970.12,861.17,283.48,3442.11,63.44
09/23/2021,19,7399.31,973.78,461.9,3743.74,99.07
09/23/2021,20,8432.61,945.51,1001.61,4139.27,245.7
09/23/2021,21,12619.87,1035.93,1914.06,6187.86,538.79
09/23/2021,22,15830.39,1028.19,2477.99,8037.1,760.54
09/23/2021,23,17846.59,903.19,2647.89,9718.97,851.16
09/23/2021,24,18324.9,691.35,2529.12,10646.45,800.75
09/24/2021,1,17660.44,570.84,2684.01,10146.84,725.44
09/24/2021,2,16895.16,535.24,2547.68,9635.95,754.43
09/24/2021,3,16288.57,362.19,2268.71,9450.34,879.85
09/24/2021,4,15705.81,285.3,2011.7,9149.26,932.62
09/24/2021,5,15067.64,282.84,1557.34,9168.42,952.07
09/24/2021,6,15419.65,191.6,1185.69,10138.56,1010.67
09/24/2021,7,15233.13,94.0,1018.99,10393.2,959.9
09/24/2021,8,14270.7,41.36,861.53,9797.14,892.28
09/24/2021,9,12307.81,34.64,757.67,8293.55,730.04
09/24/2021,10,8544.89,9.93,580.89,5999.15,434.44
09/24/2021,11,8193.23,27.43,605.82,5883.7,302.38
09/24/2021,12,6345.88,73.23,346.05,4478.85,192.78
09/24/2021,13,4842.52,151.27,211.13,3146.9,117.03
09/24/2021,14,4615.85,271.4,144.86,2671.16,55.7
09/24/2021,15,5090.56,581.45,199.88,2792.48,52.65
09/24/2021,16,5266.11,842.43,258.35,2750.59,62.81
09/24/2021,17,4748.35,946.39,318.82,2270.47,70.37
09/24/2021,18,4309.76,968.41,395.82,1971.9,82.91
09/24/2021,19,4398.64,895.82,561.02,1920.26,105.43
09/24/2021,20,5520.08,687.21,1041.14,2259.32,207.5
09/24/2021,21,8524.76,551.84,1929.89,3359.4,397.98
09/24/2021,22,10999.43,512.08,2129.51,5070.76,607.93
09/24/2021,23,12121.25,491.45,2153.48,6042.57,784.17
09/24/2021,24,12176.05,383.89,2090.63,6760.86,835.44
09/25/2021,1,12262.91,223.56,1969.94,6874.47,843.52
09/25/2021,2,12267.7,102.32,1912.91,7110.61,860.41
09/25/2021,3,11916.07,69.38,1730.49,7458.07,983.18
09/25/2021,4,10731.25,74.0,1501.5,6914.78,1075.77
09/25/2021,5,9140.32,114.71,1333.34,6178.93,910.52
09/25/2021,6,7777.18,183.62,1118.48,5309.48,781.98
09/25/2021,7,6299.25,276.08,974.26,4139.72,632.78
09/25/2021,8,5245.14,272.59,890.0,3346.43,433.03
09/25/2021,9,4112.71,228.08,633.86,2684.81,316.55
09/25/2021,10,2163.89,70.85,228.42,1616.74,170.19
09/25/2021,11,1371.76,72.65,147.49,1026.46,71.14
09/25/2021,12,801.36,111.88,34.03,541.97,9.8
09/25/2021,13,1385.91,257.6,41.4,669.72,1.18
09/25/2021,14,2808.35,338.84,73.7,1307.24,10.02
09/25/2021,15,3384.86,445.78,89.59,1421.14,19.99
09/25/2021,16,3513.0,580.5,108.78,1426.74,28.66
09/25/2021,17,3864.62,740.06,152.74,1492.34,50.61
09/25/2021,18,4864.12,1099.54,203.58,1772.22,77.22
09/25/2021,19,6051.12,1393.43,386.95,2189.72,166.26
09/25/2021,20,7394.9,1218.14,922.09,2827.89,306.1
09/25/2021,21,10660.8,1046.5,1867.15,4615.72,590.01
09/25/2021,22,13214.12,940.25,2174.16,6421.06,868.92
09/25/2021,23,14720.47,789.18,2221.36,7660.52,979.49
09/25/2021,24,15001.58,507.97,2089.73,8219.92,1042.29
09/26/2021,1,14724.19,291.11,1818.48,8139.57,1026.75
09/26/2021,2,14620.93,130.09,1630.95,8323.52,1045.52
09/26/2021,3,14276.46,53.05,1329.83,8406.89,1092.34
09/26/2021,4,14250.52,21.37,1074.24,8648.03,1192.05
09/26/2021,5,14141.72,12.66,1030.9,8619.28,1145.95
09/26/2021,6,13641.38,9.68,860.78,8437.83,1071.91
09/26/2021,7,13045.97,7.11,718.06,8264.64,864.18
09/26/2021,8,12286.26,20.99,599.51,8014.42,712.15
09/26/2021,9,11346.72,30.92,582.01,7524.93,568.24
09/26/2021,10,7834.5,1.79,284.61,5378.49,278.15
09/26/2021,11,8089.77,0.15,262.17,5270.98,190.6
09/26/2021,12,7917.36,0.73,247.09,4971.69,236.45
09/26/2021,13,8639.24,2.06,339.9,5615.75,356.69
09/26/2021,14,8085.21,28.3,300.95,5085.94,385.83
09/26/2021,15,7475.12,170.4,287.75,4639.09,415.79
09/26/2021,16,7525.25,565.26,299.81,4289.04,446.58
09/26/2021,17,7622.47,1031.3,305.82,3950.6,448.58
09/26/2021,18,8267.93,1490.38,379.79,3954.37,454.1
09/26/2021,19,9295.15,1733.21,607.59,4276.82,447.84
09/26/2021,20,9969.86,1472.7,944.15,4626.82,537.05
09/26/2021,21,14237.78,1244.9,1991.46,7414.89,805.12
09/26/2021,22,17644.36,1213.36,2508.7,9584.97,1073.26
09/26/2021,23,19016.28,1164.37,2592.56,10483.68,1191.91
09/26/2021,24,19390.61,1231.77,2580.38,10903.16,1129.94
09/27/2021,1,18972.55,1046.14,2398.13,10872.17,1125.34
09/27/2021,2,18235.58,816.4,2290.3,10557.69,1312.24
09/27/2021,3,17616.99,537.17,2162.09,10748.11,1328.4
09/27/2021,4,16794.44,313.7,1884.94,10623.57,1283.55
09/27/2021,5,15164.0,99.78,1615.14,9790.11,1262.8
09/27/2021,6,13771.42,20.6,1516.23,8933.19,1186.02
09/27/2021,7,12526.76,17.61,1516.81,8161.89,1106.47
09/27/2021,8,11190.7,24.15,1461.25,7166.59,1014.72
09/27/2021,9,8894.77,17.02,1176.8,5733.11,814.65
09/27/2021,10,5679.18,18.04,752.7,3625.31,552.15
09/27/2021,11,4646.28,74.39,550.52,2922.61,486.96
09/27/2021,12,4134.8,14.63,323.24,2404.79,385.36
09/27/2021,13,3824.63,46.47,237.03,1954.08,287.49
09/27/2021,14,3402.77,269.05,236.3,1797.45,193.29
09/27/2021,15,3823.34,775.24,275.99,1925.33,140.7
09/27/2021,16,4342.67,1208.79,300.48,2022.02,177.54
09/27/2021,17,4850.58,1559.23,289.28,2154.79,215.56
09/27/2021,18,5964.8,1761.38,446.54,2790.19,207.89
09/27/2021,19,7119.91,1810.14,739.1,3402.04,233.82
09/27/2021,20,8592.15,1503.55,1346.0,4244.67,397.0
09/27/2021,21,10698.8,1227.56,1783.25,5750.59,784.61
09/27/2021,22,12395.66,1083.17,1893.12,6641.15,1092.91
09/27/2021,23,13033.48,1117.29,1932.78,6276.7,1237.71
09/27/2021,24,12823.39,1229.97,1759.1,5901.2,1283.9
09/28/2021,1,12296.75,1237.54,1559.99,6053.08,1150.89
09/28/2021,2,12220.79,1114.21,1577.09,6649.99,1128.0
09/28/2021,3,11512.25,1063.39,1489.42,6075.32,1131.46
09/28/2021,4,11498.87,996.95,1360.24,5506.52,1098.24
09/28/2021,5,11500.45,1023.68,1245.19,5521.05,1066.45
09/28/2021,6,10856.56,753.54,1141.7,5436.94,1042.55
09/28/2021,7,10014.27,434.16,1035.93,5570.31,961.09
09/28/2021,8,9812.95,512.33,834.2,5934.64,880.54
09/28/2021,9,8712.97,526.07,692.3,5136.98,703.59
09/28/2021,10,7384.65,1310.34,476.28,3905.62,477.13
09/28/2021,11,8328.77,2214.63,598.08,4085.82,350.36
09/28/2021,12,7388.58,2141.49,628.29,2978.13,191.59
09/28/2021,13,7645.29,1985.76,766.45,2812.16,113.31
09/28/2021,14,8549.06,1902.87,819.69,3295.55,193.03
09/28/2021,15,9752.56,2018.29,841.7,4257.77,347.25
09/28/2021,16,12005.17,2209.87,1209.9,5465.76,514.28
09/28/2021,17,11659.49,2413.09,1148.82,4512.66,794.06
09/28/2021,18,12072.47,2476.37,1228.53,4892.88,831.13
09/28/2021,19,11849.45,2635.27,1625.26,4417.65,730.3
09/28/2021,20,11665.76,2623.89,1896.67,4465.64,686.09
09/28/2021,21,13087.81,2574.68,2155.31,5831.31,779.24
09/28/2021,22,14113.61,2708.67,2368.2,6424.9,830.81
09/28/2021,23,14844.87,2609.3,2339.2,7038.63,546.44
